Casos,Tamaño 10,Tamaño 20,Tamaño 30,Tamaño 40,Tamaño 50,Tamaño 60,Tamaño 70,Tamaño 80,Tamaño 90,Tamaño 100,Tamaño 110,Tamaño 120,Tamaño 130,Tamaño 140,Tamaño 150,Tamaño 160,Tamaño 170,Tamaño 180,Tamaño 190,Tamaño 200,Tamaño 210,Tamaño 220,Tamaño 230,Tamaño 240,Tamaño 250,Tamaño 260,Tamaño 270,Tamaño 280,Tamaño 290,Tamaño 300,Tamaño 310,Tamaño 320,Tamaño 330,Tamaño 340,Tamaño 350,Tamaño 360,Tamaño 370,Tamaño 380,Tamaño 390,Tamaño 400,Tamaño 410,Tamaño 420,Tamaño 430,Tamaño 440,Tamaño 450,Tamaño 460,Tamaño 470,Tamaño 480,Tamaño 490,Tamaño 500,Tamaño 510,Tamaño 520,Tamaño 530,Tamaño 540,Tamaño 550,Tamaño 560,Tamaño 570,Tamaño 580,Tamaño 590,Tamaño 600,Tamaño 610,Tamaño 620,Tamaño 630,Tamaño 640,Tamaño 650,Tamaño 660,Tamaño 670,Tamaño 680,Tamaño 690,Tamaño 700,Tamaño 710,Tamaño 720,Tamaño 730,Tamaño 740,Tamaño 750,Tamaño 760,Tamaño 770,Tamaño 780,Tamaño 790,Tamaño 800,Tamaño 810,Tamaño 820,Tamaño 830,Tamaño 840,Tamaño 850,Tamaño 860,Tamaño 870,Tamaño 880,Tamaño 890,Tamaño 900,Tamaño 910,Tamaño 920,Tamaño 930,Tamaño 940,Tamaño 950,Tamaño 960,Tamaño 970,Tamaño 980,Tamaño 990,Tamaño 1000
Caso 842,0.0000008,0.0000004,0.0000008,0.0000012,0.0000016,0.0000022,0.0000028,0.0000035,0.0000044,0.0000059,0.0000087,0.0000083,0.0000096,0.0000110,0.0000156,0.0000139,0.0000153,0.0000173,0.0000186,0.0000201,0.0000223,0.0000254,0.0000281,0.0000299,0.0000379,0.0000342,0.0000364,0.0000388,0.0000416,0.0000449,0.0000473,0.0000501,0.0000533,0.0000721,0.0000604,0.0000646,0.0000682,0.0000717,0.0000759,0.0000853,0.0000871,0.0000911,0.0000956,0.0000980,0.0001253,0.0001064,0.0001080,0.0001126,0.0001178,0.0001228,0.0001425,0.0002029,0.0001528,0.0002083,0.0001646,0.0001554,0.0001592,0.0001594,0.0001742,0.0001745,0.0001809,0.0002545,0.0001915,0.0001920,0.0002033,0.0002402,0.0002186,0.0002257,0.0002400,0.0002966,0.0002499,0.0002498,0.0003047,0.0003071,0.0002683,0.0002896,0.0002869,0.0003231,0.0002997,0.0003025,0.0003237,0.0003301,0.0003374,0.0003650,0.0003433,0.0003514,0.0005180,0.0004416,0.0003809,0.0003889,0.0008711,0.0005275,0.0004128,0.0004336,0.0004282,0.0004635,0.0004451,0.0004534,0.0004926,0.0005083,
Caso 843,0.0000003,0.0000007,0.0000009,0.0000015,0.0000017,0.0000027,0.0000032,0.0000040,0.0000051,0.0000059,0.0000070,0.0000087,0.0000097,0.0000111,0.0000128,0.0000140,0.0000155,0.0000171,0.0000191,0.0000211,0.0000230,0.0000300,0.0000270,0.0000294,0.0000317,0.0000340,0.0000362,0.0000392,0.0000411,0.0000444,0.0000670,0.0000496,0.0000527,0.0000556,0.0000594,0.0000620,0.0000657,0.0000699,0.0000730,0.0000783,0.0000815,0.0000855,0.0000895,0.0000939,0.0000988,0.0001255,0.0001375,0.0001598,0.0001752,0.0002334,0.0001303,0.0001363,0.0001431,0.0001464,0.0001519,0.0001566,0.0001632,0.0002145,0.0001762,0.0001784,0.0002225,0.0002059,0.0002732,0.0002065,0.0001989,0.0002117,0.0002169,0.0002417,0.0002277,0.0002279,0.0002397,0.0002409,0.0003075,0.0002624,0.0002705,0.0002671,0.0002827,0.0002996,0.0003078,0.0003456,0.0003128,0.0003301,0.0003349,0.0003305,0.0003441,0.0003628,0.0004426,0.0004026,0.0006513,0.0004951,0.0006523,0.0004122,0.0004384,0.0004290,0.0004364,0.0006510,0.0004675,0.0004612,0.0004692,0.0004800,
Caso 844,0.0000003,0.0000006,0.0000008,0.0000014,0.0000014,0.0000026,0.0000037,0.0000036,0.0000047,0.0000075,0.0000066,0.0000079,0.0000091,0.0000101,0.0000117,0.0000137,0.0000150,0.0000165,0.0000242,0.0000233,0.0000229,0.0000248,0.0000266,0.0000289,0.0000391,0.0000346,0.0000379,0.0000408,0.0000436,0.0000462,0.0000487,0.0000821,0.0000830,0.0000651,0.0000932,0.0000680,0.0001005,0.0002565,0.0000942,0.0001388,0.0000866,0.0001100,0.0001166,0.0001201,0.0001047,0.0001097,0.0001155,0.0001555,0.0001283,0.0001569,0.0001346,0.0001387,0.0001738,0.0001482,0.0001533,0.0001573,0.0001716,0.0001877,0.0001952,0.0001814,0.0002180,0.0002262,0.0001957,0.0002418,0.0002158,0.0004573,0.0002788,0.0002370,0.0002377,0.0002427,0.0002521,0.0002660,0.0002641,0.0004834,0.0003637,0.0003017,0.0002927,0.0003015,0.0003061,0.0003440,0.0003247,0.0003290,0.0005331,0.0003595,0.0003668,0.0004285,0.0004559,0.0003786,0.0003880,0.0004723,0.0004012,0.0004098,0.0004201,0.0004308,0.0004393,0.0005245,0.0004581,0.0004688,0.0005830,0.0008463,
Caso 845,0.0000003,0.0000005,0.0000012,0.0000041,0.0000049,0.0000040,0.0000047,0.0000058,0.0000076,0.0000066,0.0000096,0.0000113,0.0000144,0.0000155,0.0000218,0.0000145,0.0000163,0.0000178,0.0000380,0.0000326,0.0001628,0.0000321,0.0000322,0.0000422,0.0000719,0.0000366,0.0000573,0.0000642,0.0000436,0.0000459,0.0000476,0.0000564,0.0000660,0.0000711,0.0000596,0.0000633,0.0000658,0.0000693,0.0000728,0.0001133,0.0001036,0.0000911,0.0001077,0.0000913,0.0001152,0.0000984,0.0001031,0.0001123,0.0001135,0.0001188,0.0001243,0.0001304,0.0001369,0.0002495,0.0001533,0.0001591,0.0001644,0.0001649,0.0001697,0.0001774,0.0002333,0.0001978,0.0002032,0.0002036,0.0002453,0.0002101,0.0002180,0.0002313,0.0002321,0.0002312,0.0002409,0.0002465,0.0002574,0.0002819,0.0002812,0.0002875,0.0002871,0.0002951,0.0002995,0.0003055,0.0003131,0.0004969,0.0003292,0.0003400,0.0003484,0.0003565,0.0003644,0.0003730,0.0003798,0.0003901,0.0003966,0.0004166,0.0004248,0.0004202,0.0004291,0.0004404,0.0004445,0.0005286,0.0004596,0.0006481,
Caso 846,0.0000004,0.0000004,0.0000007,0.0000012,0.0000016,0.0000026,0.0000027,0.0000045,0.0000047,0.0000056,0.0000068,0.0000079,0.0000092,0.0000106,0.0000118,0.0000174,0.0000151,0.0000171,0.0000183,0.0000198,0.0000283,0.0000233,0.0000255,0.0000352,0.0000394,0.0000342,0.0000372,0.0000409,0.0000436,0.0000465,0.0000495,0.0000524,0.0000553,0.0000580,0.0000627,0.0001094,0.0000909,0.0000771,0.0000800,0.0000980,0.0000881,0.0001099,0.0000979,0.0001042,0.0001037,0.0001074,0.0001370,0.0001165,0.0001574,0.0001282,0.0001326,0.0001352,0.0001399,0.0001452,0.0001495,0.0001546,0.0001602,0.0001656,0.0001920,0.0002140,0.0001822,0.0001866,0.0001923,0.0001998,0.0002051,0.0002151,0.0002660,0.0002238,0.0002285,0.0002294,0.0002355,0.0002956,0.0002583,0.0002614,0.0003154,0.0002737,0.0002824,0.0002949,0.0002985,0.0005904,0.0003564,0.0003344,0.0003390,0.0003389,0.0003435,0.0003514,0.0003591,0.0003665,0.0003727,0.0004467,0.0003899,0.0003973,0.0004018,0.0004157,0.0004236,0.0004309,0.0004548,0.0004632,0.0005355,0.0007154,
Caso 847,0.0000003,0.0000006,0.0000006,0.0000012,0.0000020,0.0000027,0.0000039,0.0000036,0.0000062,0.0000058,0.0000068,0.0000078,0.0000092,0.0000110,0.0000124,0.0000177,0.0000156,0.0000171,0.0000181,0.0000199,0.0000210,0.0000230,0.0000268,0.0000280,0.0000305,0.0000333,0.0000366,0.0000486,0.0000426,0.0000454,0.0000490,0.0000633,0.0000532,0.0000819,0.0000619,0.0000625,0.0000674,0.0000858,0.0000740,0.0000776,0.0000818,0.0000857,0.0000891,0.0000933,0.0000988,0.0001231,0.0001447,0.0001092,0.0001146,0.0001199,0.0001503,0.0001562,0.0001580,0.0001381,0.0001421,0.0001773,0.0001512,0.0001582,0.0001637,0.0002695,0.0001752,0.0001805,0.0001861,0.0002297,0.0001946,0.0002411,0.0002574,0.0002217,0.0002288,0.0002341,0.0002365,0.0002504,0.0002490,0.0002802,0.0002619,0.0004244,0.0002885,0.0002865,0.0006120,0.0003008,0.0003084,0.0003139,0.0003623,0.0003427,0.0003399,0.0003467,0.0004206,0.0003651,0.0003760,0.0004560,0.0003912,0.0004749,0.0008834,0.0004342,0.0004423,0.0004453,0.0004416,0.0006155,0.0013557,0.0005093,
Caso 848,0.0000003,0.0000006,0.0000007,0.0000014,0.0000024,0.0000024,0.0000031,0.0000054,0.0000066,0.0000061,0.0000073,0.0000086,0.0000133,0.0000118,0.0000131,0.0000146,0.0000159,0.0000222,0.0000191,0.0000269,0.0000224,0.0000244,0.0000268,0.0000287,0.0000339,0.0000350,0.0000366,0.0000394,0.0000519,0.0000461,0.0000491,0.0000527,0.0000674,0.0000609,0.0000715,0.0000680,0.0000715,0.0000738,0.0000772,0.0000820,0.0001050,0.0000909,0.0000948,0.0000993,0.0001029,0.0001076,0.0001114,0.0001163,0.0001484,0.0001276,0.0001336,0.0001369,0.0001419,0.0001463,0.0001832,0.0001906,0.0001631,0.0002014,0.0001712,0.0001785,0.0001781,0.0002234,0.0001954,0.0002008,0.0002457,0.0002135,0.0002140,0.0002269,0.0002773,0.0002380,0.0002464,0.0002523,0.0002590,0.0002973,0.0004166,0.0002782,0.0002865,0.0003411,0.0003100,0.0003189,0.0003747,0.0004907,0.0003323,0.0003418,0.0004174,0.0004283,0.0003676,0.0004380,0.0003812,0.0003901,0.0004016,0.0004062,0.0004148,0.0004209,0.0004276,0.0004372,0.0005039,0.0007198,0.0008665,0.0004909,
Caso 849,0.0000002,0.0000005,0.0000008,0.0000013,0.0000017,0.0000033,0.0000042,0.0000052,0.0000049,0.0000058,0.0000065,0.0000079,0.0000088,0.0000132,0.0000149,0.0000130,0.0000182,0.0000278,0.0000246,0.0000213,0.0000232,0.0000342,0.0000263,0.0000293,0.0000319,0.0000336,0.0000361,0.0000469,0.0000426,0.0000457,0.0000485,0.0000671,0.0000556,0.0000724,0.0000806,0.0000667,0.0000854,0.0000721,0.0000930,0.0001068,0.0001593,0.0001775,0.0001077,0.0001042,0.0001069,0.0001268,0.0001384,0.0001173,0.0001216,0.0001532,0.0001289,0.0001621,0.0001396,0.0002082,0.0001545,0.0001601,0.0001649,0.0001648,0.0001718,0.0001722,0.0002572,0.0002289,0.0001944,0.0002394,0.0002486,0.0002130,0.0002203,0.0002274,0.0002792,0.0002411,0.0002467,0.0002540,0.0002925,0.0002674,0.0002743,0.0002783,0.0003530,0.0003044,0.0003112,0.0003025,0.0003740,0.0003184,0.0003261,0.0003347,0.0003422,0.0003778,0.0003571,0.0004313,0.0003785,0.0003827,0.0003905,0.0004278,0.0004095,0.0004186,0.0004276,0.0004350,0.0009592,0.0004503,0.0004610,0.0004699,
Caso 850,0.0000003,0.0000005,0.0000008,0.0000012,0.0000016,0.0000022,0.0000029,0.0000039,0.0000046,0.0000058,0.0000067,0.0000078,0.0000085,0.0000101,0.0000115,0.0000166,0.0000145,0.0000163,0.0000186,0.0000207,0.0000225,0.0000242,0.0000262,0.0000289,0.0000315,0.0000338,0.0000359,0.0000389,0.0000426,0.0000460,0.0000612,0.0000521,0.0000550,0.0000574,0.0000601,0.0000628,0.0000660,0.0000816,0.0000738,0.0000873,0.0000791,0.0000838,0.0000886,0.0000921,0.0001160,0.0001003,0.0001047,0.0001108,0.0001127,0.0001182,0.0001230,0.0001563,0.0001613,0.0001698,0.0001494,0.0001539,0.0001594,0.0001636,0.0001711,0.0001781,0.0001836,0.0001839,0.0002292,0.0001972,0.0002026,0.0002539,0.0002151,0.0002272,0.0002361,0.0002418,0.0002428,0.0002502,0.0002656,0.0002667,0.0002720,0.0002877,0.0002859,0.0002945,0.0002921,0.0003097,0.0003169,0.0003226,0.0003877,0.0003380,0.0003442,0.0003520,0.0003614,0.0003690,0.0003793,0.0004109,0.0003961,0.0004004,0.0004115,0.0004171,0.0004224,0.0007080,0.0010605,0.0004627,0.0004614,0.0004693,
Caso 851,0.0000003,0.0000007,0.0000008,0.0000017,0.0000018,0.0000026,0.0000033,0.0000042,0.0000050,0.0000062,0.0000094,0.0000086,0.0000101,0.0000145,0.0000157,0.0000136,0.0000149,0.0000166,0.0000189,0.0000206,0.0000290,0.0000254,0.0000276,0.0000300,0.0000341,0.0000342,0.0000375,0.0000401,0.0000427,0.0000456,0.0000492,0.0000520,0.0000555,0.0000589,0.0000619,0.0000691,0.0000703,0.0000729,0.0000754,0.0000785,0.0000807,0.0000841,0.0000899,0.0000940,0.0000942,0.0000998,0.0001231,0.0001080,0.0001307,0.0001160,0.0001355,0.0001539,0.0001675,0.0001357,0.0001446,0.0001498,0.0001552,0.0001600,0.0001662,0.0001714,0.0003183,0.0002610,0.0003580,0.0003624,0.0002278,0.0002082,0.0002589,0.0002227,0.0002243,0.0002805,0.0002526,0.0002444,0.0002564,0.0004324,0.0003221,0.0002765,0.0002848,0.0002933,0.0003015,0.0003706,0.0003172,0.0003248,0.0003319,0.0003379,0.0004101,0.0003552,0.0004153,0.0003872,0.0003953,0.0003899,0.0003969,0.0006003,0.0008503,0.0005085,0.0004358,0.0004609,0.0004990,0.0005424,0.0004841,0.0004765,
Caso 852,0.0000003,0.0000006,0.0000008,0.0000011,0.0000016,0.0000023,0.0000037,0.0000039,0.0000063,0.0000060,0.0000068,0.0000108,0.0000094,0.0000108,0.0000122,0.0000143,0.0000153,0.0000221,0.0000196,0.0000215,0.0000236,0.0000255,0.0000353,0.0000307,0.0000330,0.0000446,0.0000369,0.0000391,0.0000421,0.0000446,0.0000783,0.0000839,0.0001012,0.0001361,0.0000634,0.0000676,0.0000715,0.0000758,0.0000954,0.0000983,0.0000894,0.0000926,0.0001106,0.0001050,0.0000998,0.0001053,0.0001326,0.0001121,0.0001173,0.0001219,0.0001261,0.0001600,0.0001373,0.0001493,0.0001505,0.0001568,0.0001526,0.0001582,0.0001982,0.0001706,0.0003153,0.0001894,0.0001976,0.0002400,0.0002049,0.0002122,0.0003166,0.0002489,0.0002322,0.0002792,0.0002451,0.0003048,0.0002641,0.0002631,0.0002704,0.0002792,0.0002948,0.0003054,0.0003029,0.0003116,0.0003183,0.0003244,0.0003350,0.0003397,0.0004075,0.0003633,0.0003724,0.0003811,0.0004449,0.0003962,0.0004652,0.0004319,0.0004258,0.0004415,0.0004443,0.0004517,0.0004619,0.0004737,0.0004821,0.0008763,
Caso 853,0.0000003,0.0000006,0.0000008,0.0000013,0.0000016,0.0000029,0.0000029,0.0000037,0.0000065,0.0000078,0.0000104,0.0000111,0.0000147,0.0000106,0.0000116,0.0000172,0.0000150,0.0000170,0.0000181,0.0000257,0.0000222,0.0000239,0.0000263,0.0000283,0.0000318,0.0000334,0.0000353,0.0000386,0.0000523,0.0000443,0.0000486,0.0000520,0.0000543,0.0000713,0.0001785,0.0000660,0.0000780,0.0000711,0.0000911,0.0000771,0.0000945,0.0000868,0.0000932,0.0000970,0.0001014,0.0001055,0.0001091,0.0001630,0.0001232,0.0001279,0.0001579,0.0001630,0.0001388,0.0001449,0.0001484,0.0001549,0.0001943,0.0001640,0.0002007,0.0001707,0.0001827,0.0002253,0.0002269,0.0002060,0.0002128,0.0002321,0.0002180,0.0002166,0.0002541,0.0002380,0.0002421,0.0002506,0.0002564,0.0002648,0.0002722,0.0002794,0.0002882,0.0002948,0.0003509,0.0003058,0.0003193,0.0003280,0.0003386,0.0003990,0.0003689,0.0003746,0.0003860,0.0003884,0.0014906,0.0004008,0.0004059,0.0004164,0.0004277,0.0004313,0.0005052,0.0008206,0.0005395,0.0004769,0.0004779,0.0004889,
Caso 854,0.0000003,0.0000005,0.0000008,0.0000015,0.0000017,0.0000028,0.0000030,0.0000041,0.0000048,0.0000075,0.0000067,0.0000081,0.0000094,0.0000107,0.0000125,0.0000144,0.0000157,0.0000218,0.0000199,0.0000221,0.0000241,0.0000259,0.0000282,0.0000305,0.0000421,0.0000431,0.0000371,0.0000397,0.0000518,0.0000444,0.0000473,0.0000626,0.0000538,0.0000577,0.0000770,0.0000658,0.0000706,0.0000750,0.0000783,0.0000995,0.0000848,0.0001092,0.0000918,0.0000957,0.0001218,0.0001053,0.0001085,0.0001127,0.0001169,0.0001226,0.0001281,0.0001580,0.0001367,0.0001415,0.0001442,0.0002193,0.0001661,0.0001649,0.0001863,0.0001731,0.0002648,0.0001845,0.0001897,0.0002288,0.0002027,0.0002111,0.0002376,0.0002519,0.0002348,0.0002350,0.0002433,0.0002513,0.0002599,0.0002634,0.0002794,0.0002764,0.0004307,0.0002979,0.0003067,0.0003132,0.0003697,0.0003816,0.0003299,0.0003476,0.0003456,0.0003621,0.0004889,0.0004979,0.0003796,0.0003856,0.0003937,0.0004497,0.0004106,0.0004196,0.0004301,0.0004388,0.0005040,0.0004586,0.0004701,0.0004821,
Caso 855,0.0000002,0.0000005,0.0000008,0.0000014,0.0000017,0.0000023,0.0000031,0.0000050,0.0000064,0.0000074,0.0000067,0.0000079,0.0000091,0.0000133,0.0000121,0.0000166,0.0000152,0.0000169,0.0000233,0.0000266,0.0000232,0.0000253,0.0000349,0.0000294,0.0000395,0.0000423,0.0000439,0.0000470,0.0000413,0.0000441,0.0000477,0.0000514,0.0000554,0.0000581,0.0000610,0.0000646,0.0000681,0.0000723,0.0000950,0.0000799,0.0000834,0.0000880,0.0000924,0.0000961,0.0001242,0.0001220,0.0001154,0.0001217,0.0001269,0.0001305,0.0001355,0.0001683,0.0001449,0.0001494,0.0002377,0.0001545,0.0001612,0.0001665,0.0001712,0.0002970,0.0002264,0.0001950,0.0001888,0.0002021,0.0002067,0.0002126,0.0002690,0.0002794,0.0002343,0.0002396,0.0002911,0.0002582,0.0003030,0.0002631,0.0002639,0.0002709,0.0002859,0.0003446,0.0002990,0.0003064,0.0003133,0.0003228,0.0003412,0.0003373,0.0003458,0.0004081,0.0004838,0.0007732,0.0003796,0.0003854,0.0004062,0.0004022,0.0004126,0.0004236,0.0004307,0.0004402,0.0004480,0.0004593,0.0004685,0.0004786,
Caso 856,0.0000002,0.0000005,0.0000009,0.0000013,0.0000022,0.0000025,0.0000031,0.0000051,0.0000051,0.0000055,0.0000065,0.0000075,0.0000090,0.0000106,0.0000121,0.0000136,0.0000157,0.0000179,0.0000196,0.0000214,0.0000233,0.0000256,0.0000279,0.0000390,0.0000327,0.0000356,0.0000384,0.0000407,0.0000432,0.0000456,0.0000597,0.0000640,0.0000547,0.0000702,0.0000617,0.0000797,0.0000690,0.0000723,0.0000911,0.0000846,0.0000822,0.0001035,0.0000893,0.0001135,0.0001210,0.0001047,0.0001092,0.0001142,0.0001174,0.0001215,0.0001513,0.0001310,0.0001361,0.0002808,0.0001422,0.0001492,0.0001528,0.0001602,0.0002580,0.0002344,0.0002204,0.0002186,0.0002215,0.0002323,0.0002111,0.0001987,0.0002107,0.0002146,0.0002162,0.0002640,0.0002454,0.0002369,0.0002467,0.0002982,0.0002736,0.0003028,0.0002746,0.0003300,0.0002942,0.0003026,0.0003098,0.0003724,0.0003278,0.0003369,0.0003707,0.0003516,0.0004501,0.0004106,0.0003918,0.0004031,0.0003992,0.0004103,0.0004167,0.0004282,0.0004362,0.0004625,0.0004755,0.0005631,0.0004989,0.0004932,
Caso 857,0.0000003,0.0000005,0.0000006,0.0000014,0.0000020,0.0000022,0.0000029,0.0000039,0.0000047,0.0000057,0.0000068,0.0000080,0.0000096,0.0000113,0.0000125,0.0000142,0.0000156,0.0000211,0.0000190,0.0000265,0.0000230,0.0000253,0.0000284,0.0000382,0.0000331,0.0000352,0.0000379,0.0000408,0.0000438,0.0000463,0.0000479,0.0000507,0.0000541,0.0000579,0.0000613,0.0000792,0.0000676,0.0000719,0.0000751,0.0000802,0.0001206,0.0001302,0.0001122,0.0000978,0.0001017,0.0001289,0.0001309,0.0001368,0.0001171,0.0001230,0.0001523,0.0001700,0.0001411,0.0001459,0.0001510,0.0001576,0.0003817,0.0001702,0.0002431,0.0001848,0.0002074,0.0001947,0.0002403,0.0002133,0.0002077,0.0002457,0.0002189,0.0002258,0.0002769,0.0002390,0.0002445,0.0002520,0.0002590,0.0002584,0.0003218,0.0002771,0.0003309,0.0003203,0.0003020,0.0003074,0.0003150,0.0003234,0.0003390,0.0003460,0.0003484,0.0004844,0.0003847,0.0003797,0.0003866,0.0003832,0.0003931,0.0004054,0.0004254,0.0004326,0.0004274,0.0004342,0.0004450,0.0004663,0.0004759,0.0005367,
Caso 858,0.0000003,0.0000005,0.0000006,0.0000011,0.0000015,0.0000023,0.0000030,0.0000049,0.0000062,0.0000078,0.0000121,0.0000082,0.0000097,0.0000108,0.0000121,0.0000136,0.0000154,0.0000170,0.0000189,0.0000213,0.0000231,0.0000320,0.0000277,0.0000304,0.0000411,0.0000453,0.0000383,0.0000490,0.0000442,0.0000470,0.0000617,0.0000548,0.0000916,0.0000624,0.0000660,0.0000683,0.0000724,0.0000765,0.0000806,0.0001019,0.0000890,0.0001035,0.0001006,0.0001035,0.0001077,0.0001162,0.0001633,0.0001455,0.0001267,0.0001322,0.0001371,0.0001382,0.0001454,0.0001756,0.0001618,0.0001662,0.0001708,0.0001767,0.0001930,0.0001842,0.0002932,0.0002429,0.0002117,0.0002129,0.0002196,0.0002243,0.0002287,0.0002800,0.0002429,0.0002903,0.0002538,0.0002626,0.0002693,0.0002947,0.0002834,0.0002916,0.0002987,0.0003645,0.0003699,0.0003246,0.0003291,0.0003324,0.0003449,0.0003669,0.0004439,0.0003922,0.0003798,0.0003861,0.0004663,0.0004023,0.0004103,0.0004199,0.0004285,0.0004478,0.0004481,0.0005365,0.0006769,0.0004751,0.0004846,0.0004941,
Caso 859,0.0000003,0.0000007,0.0000010,0.0000017,0.0000024,0.0000029,0.0000033,0.0000042,0.0000051,0.0000076,0.0000092,0.0000084,0.0000097,0.0000113,0.0000162,0.0000139,0.0000159,0.0000223,0.0000191,0.0000269,0.0000225,0.0000316,0.0000267,0.0000288,0.0000403,0.0000428,0.0000378,0.0000402,0.0000537,0.0000562,0.0000482,0.0000634,0.0000549,0.0000578,0.0000602,0.0000630,0.0000666,0.0000879,0.0000737,0.0000763,0.0000805,0.0000850,0.0000896,0.0000940,0.0000974,0.0001057,0.0001088,0.0001147,0.0001207,0.0001246,0.0001274,0.0001917,0.0001340,0.0001561,0.0001459,0.0001515,0.0001571,0.0001627,0.0001680,0.0001823,0.0002196,0.0001897,0.0001908,0.0001970,0.0002027,0.0002130,0.0002153,0.0002222,0.0002693,0.0002741,0.0003507,0.0002492,0.0002989,0.0002552,0.0002709,0.0002955,0.0002945,0.0003009,0.0002996,0.0003045,0.0003223,0.0003179,0.0004429,0.0003885,0.0003420,0.0003524,0.0003586,0.0003711,0.0003795,0.0003885,0.0004987,0.0004568,0.0005958,0.0004211,0.0004298,0.0004493,0.0004466,0.0004565,0.0004632,0.0004753,
Caso 860,0.0000002,0.0000006,0.0000010,0.0000012,0.0000017,0.0000024,0.0000033,0.0000039,0.0000046,0.0000056,0.0000067,0.0000078,0.0000095,0.0000111,0.0000162,0.0000142,0.0000159,0.0000173,0.0000207,0.0000232,0.0000245,0.0000307,0.0000292,0.0000322,0.0000342,0.0000364,0.0000388,0.0000420,0.0000444,0.0000472,0.0000499,0.0000517,0.0000679,0.0000723,0.0000755,0.0000817,0.0000677,0.0000703,0.0000737,0.0001262,0.0000912,0.0000898,0.0000920,0.0000962,0.0001010,0.0001061,0.0001730,0.0001214,0.0001231,0.0001554,0.0001338,0.0001390,0.0001741,0.0001798,0.0001534,0.0001594,0.0001642,0.0001691,0.0001763,0.0001859,0.0001878,0.0001936,0.0001993,0.0002054,0.0002112,0.0002193,0.0002234,0.0002300,0.0002341,0.0002501,0.0002570,0.0002645,0.0002727,0.0002660,0.0002779,0.0002863,0.0003041,0.0003121,0.0003731,0.0003160,0.0003368,0.0003395,0.0004484,0.0003468,0.0003509,0.0005119,0.0003663,0.0004436,0.0003865,0.0004701,0.0004386,0.0004129,0.0004214,0.0004273,0.0004277,0.0004501,0.0004928,0.0004722,0.0004723,0.0004789,
Caso 861,0.0000003,0.0000004,0.0000007,0.0000012,0.0000018,0.0000024,0.0000030,0.0000037,0.0000048,0.0000058,0.0000067,0.0000078,0.0000094,0.0000109,0.0000122,0.0000135,0.0000156,0.0000225,0.0000190,0.0000204,0.0000216,0.0000233,0.0000309,0.0000351,0.0000295,0.0000321,0.0000342,0.0000363,0.0000393,0.0000410,0.0000446,0.0000481,0.0000632,0.0000541,0.0000693,0.0000596,0.0000634,0.0000841,0.0000730,0.0000771,0.0000994,0.0000844,0.0001035,0.0001219,0.0001063,0.0001518,0.0001083,0.0002068,0.0001711,0.0001253,0.0001382,0.0001441,0.0001378,0.0001432,0.0001507,0.0001554,0.0001767,0.0001988,0.0001697,0.0001696,0.0001803,0.0001862,0.0002311,0.0001984,0.0001980,0.0003388,0.0002494,0.0002489,0.0002464,0.0002331,0.0002433,0.0002557,0.0003123,0.0002700,0.0002719,0.0002698,0.0002836,0.0002979,0.0006681,0.0003592,0.0003696,0.0003209,0.0003273,0.0003556,0.0004157,0.0003510,0.0004337,0.0003805,0.0003792,0.0003908,0.0006370,0.0004147,0.0004170,0.0004287,0.0004337,0.0004827,0.0004844,0.0005418,0.0004700,0.0004797,
Caso 862,0.0000003,0.0000005,0.0000011,0.0000016,0.0000018,0.0000023,0.0000041,0.0000039,0.0000064,0.0000061,0.0000094,0.0000083,0.0000118,0.0000110,0.0000163,0.0000143,0.0000157,0.0000171,0.0000543,0.0000225,0.0000312,0.0000260,0.0000366,0.0000359,0.0000483,0.0000377,0.0000397,0.0000409,0.0000437,0.0000465,0.0000490,0.0000519,0.0001060,0.0000649,0.0000600,0.0000638,0.0000677,0.0000707,0.0000918,0.0000961,0.0001036,0.0001065,0.0000909,0.0000951,0.0000994,0.0001047,0.0001749,0.0001422,0.0001211,0.0001263,0.0001306,0.0001493,0.0001382,0.0001439,0.0001823,0.0001548,0.0001701,0.0001698,0.0001756,0.0001721,0.0002167,0.0001847,0.0002046,0.0001951,0.0001959,0.0002483,0.0002535,0.0002340,0.0002271,0.0002577,0.0002320,0.0002930,0.0002485,0.0003175,0.0003295,0.0005907,0.0002796,0.0002882,0.0003641,0.0003059,0.0003574,0.0006835,0.0003318,0.0003389,0.0003488,0.0003761,0.0003627,0.0003710,0.0003818,0.0003916,0.0004018,0.0004724,0.0004597,0.0004662,0.0004472,0.0004555,0.0004500,0.0004586,0.0004681,0.0005446,
